Name:Enabled:Path
W10HFB-1:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-2:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-3:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-4:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-5:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-6:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-7:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-8:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-9:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-10:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-11:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-12:S:OU=Equipos,OU=Enfermaría,OU=Departamentos
W10HFB-13:S:OU=Equipos,OU=Argeológia,OU=Departamentos
W10HFB-14:S:OU=Equipos,OU=Argeológia,OU=Departamentos
W10HFB-15:S:OU=Equipos,OU=Argeológia,OU=Departamentos
W10HFB-16:S:OU=Equipos,OU=Argeológia,OU=Departamentos
W10HFB-17:S:OU=Equipos,OU=Argeológia,OU=Departamentos
W10HFB-18:S:OU=Equipos,OU=Argeológia,OU=Departamentos
W10HFB-19:S:OU=Equipos,OU=Informática,OU=Departamentos
W10HFB-20:S:OU=Equipos,OU=Informática,OU=Departamentos
UDHFB-1:S:OU=Equipos,OU=Comunicacion y prensa,OU=Departamentos
UDHFB-2:S:OU=Equipos,OU=Comunicacion y prensa,OU=Departamentos
UDHFB-3:S:OU=Equipos,OU=Comunicacion y prensa,OU=Departamentos
UDHFB-4:S:OU=Equipos,OU=Comunicacion y prensa,OU=Departamentos
UDHFB-5:S:OU=Equipos,OU=Comunicacion y prensa,OU=Departamentos
